IdPF,ValorGenericoPF,ValorMGPF
6979,"35,7","38,32"
6980,"321,72","345,26"
6981,"357,01","383,13"
6982,"74,06","79,48"
6983,"82,48","88,51"
6984,"92,48","99,24"
6985,"137,85","147,94"
6986,"241,39","259,05"
6987,"109,74","117,77"
6988,"317,17","340,38"
6989,"356,77","382,88"
6990,"114,09","122,44"
6991,"228,25","244,95"
6992,"199,92","214,55"
6993,"399,89","429,15"
6994,"14,8","15,88"
6995,"88,74","95,23"
6996,"347,34","372,76"
6997,"385,91","414,15"
6998,"114,1","122,45"
6999,"380,32","408,15"
7000,"399,86","429,12"
7001,"666,36","715,12"
7002,"19,92","21,38"
7003,"119,51","128,26"
7004,"161,91","173,76"
7005,"323,84","347,54"
7006,"147,88","158,7"
7007,"78,44","84,18"
7008,"182,4","195,74"
7009,"295,94","317,6"
7010,"96,39","103,44"
7011,"101,98","109,44"
7012,"90,86","97,51"
7013,"104,56","112,21"
7014,"66,06","71,64"
7015,"21,3","23,09"
7016,"91,5","99,22"
7017,"172,83","187,42"
7018,"299,11","324,36"
7019,"63,77","68,44"
7020,"11,15","11,96"
7021,"95,6","102,6"
7022,"106,23",114
7023,"100,56","107,91"
7024,"111,74","119,91"
7025,"25,31","27,16"
7026,"53,76","57,7"
7027,"50,73","54,44"
7028,"101,45","108,88"
7029,"74,17","79,6"
7030,"17,34","18,61"
7031,"148,36","159,22"
7032,"69,59","74,68"
7033,"128,05","137,41"
7034,"139,22","149,4"
7035,"129,65","139,13"
7036,"13,18","14,15"
7037,"1,6","1,72"
7038,"3,19","3,43"
7039,"4,77","5,12"
7040,"9,58","10,28"
7041,"151,08","162,13"
7042,"45,84","49,2"
7043,"179,02","192,12"
7044,"253,94","272,52"
7045,"76,49","82,09"
7046,"358,05","384,24"
7047,"507,88","545,04"
7048,"20,22","21,7"
7049,"15,55","16,68"
7050,"31,14","33,41"
7051,"37,08","39,79"
7052,"187,36","201,07"
7053,"154,94","166,28"
7054,"64,34","69,05"
7055,"275,74","295,91"
7056,"56,32","60,44"
7057,"112,61","120,85"
7058,"241,38","259,04"
7059,"482,72","518,04"
7060,"20,57","22,07"
7061,"176,39","189,29"
7062,"82,3","88,32"
7063,"352,78","378,6"
7064,"164,63","176,67"
7065,"705,58","757,21"
7066,"41,12","44,59"
7067,"48,95","53,08"
7068,"885,63","950,43"
7069,"228,58","245,3"
7070,"338,77","363,56"
7071,"448,39","481,2"
7072,"2043,28","2192,79"
7073,"1016,35","1090,72"
7074,"1345,15","1443,57"
7075,"685,76","735,94"
7076,"681,08","730,91"
7077,"89,51","96,06"
7078,"27,98","30,02"
7079,"39,2","42,07"
7080,"45,43","48,76"
7081,"87,16","93,54"
7082,"41,82","44,88"
7083,"156,89","168,37"
7084,"313,73","336,68"
7085,"470,6","505,04"
7086,"522,9","561,16"
7087,"34,22","36,72"
7088,"41,06","44,06"
7089,"68,41","73,41"
7090,"102,63","110,13"
7091,"307,86","330,39"
7092,"11,08","11,89"
7093,"22,17","23,79"
7094,"94,95","101,9"
7095,"18,56","19,91"
7096,"25,99","27,89"
7097,"111,35","119,5"
7098,"15,73","16,88"
7099,"22,47","24,11"
7100,"31,44","33,74"
7101,"134,78","144,65"
7102,"25,56","27,43"
7103,"153,39","164,61"
7104,"165,25","177,34"
7105,"229,07","245,83"
7106,"188,84","202,66"
7107,"44,28","47,52"
7108,"259,09","278,05"
7109,"377,67","405,3"
7110,"45,91","49,27"
7111,"70,42","75,57"
7112,"211,23","226,68"
7113,"498,26","534,72"
7114,"747,41","802,1"
7115,"830,45","891,22"
7116,"747,38","802,06"
7117,"830,42","891,18"
7118,"32,39","34,76"
7119,"194,35","208,57"
7120,"153,9","165,16"
7121,"461,69","495,48"
7122,"923,4","990,96"
7123,"388,61","417,05"
7124,"50,52","54,22"
7125,"151,56","162,65"
7126,"303,14","325,32"
7127,"46,47","49,87"
7128,"139,39","149,59"
7129,"278,77","299,17"
7130,"51,97","55,77"
7131,"155,9","167,3"
7132,"311,8","334,61"
7133,"17,23","18,68"
7134,"21,54","23,36"
7135,"64,63","70,09"
7136,"129,29","140,2"
7137,"193,92","210,28"
7138,"215,46","233,64"
7139,"72,37","78,48"
7140,"144,74","156,95"
7141,"217,11","235,43"
7142,"241,23","261,59"
7143,"17,07","18,51"
7144,"51,22","55,54"
7145,"102,44","111,09"
7146,"244,94","265,61"
7147,"489,87","531,21"
7148,"40,32","43,72"
7149,"120,94","131,15"
7150,"241,9","262,31"
7151,"242,15","262,59"
7152,"484,31","525,18"
7153,"726,54","787,86"
7154,"472,87","512,77"
7155,"945,71","1025,52"
7156,"7,72","8,37"
7157,"13,98","15,16"
7158,"83,93","91,01"
7159,"125,89","136,51"
7160,"139,88","151,69"
7161,"15,68",17
7162,"47,04","51,01"
7163,"94,08","102,02"
7164,"141,12","153,03"
7165,"156,8","170,03"
7166,"34,44","36,96"
7167,"103,32","110,88"
7168,"206,63","221,74"
7169,"39,55","42,44"
7170,"118,65","127,33"
7171,"237,3","254,66"
7172,"45,85","49,21"
7173,"70,53","75,7"
7174,"151,16","162,22"
7175,"16,7","17,93"
7176,"4,14","4,44"
7177,"13,56","14,7"
7178,12,"13,01"
7179,"24,5","26,29"
7180,"11,95","12,83"
7181,"14,45","15,51"
7182,"27,32","29,62"
7183,"12,08","13,1"
7184,"8,87","9,62"
7185,"7,56","8,2"
7186,"21,49","23,31"
7187,"13,14","14,25"
7188,"15,22","16,5"
7189,"15,81","17,14"
7190,"18,28","19,82"
7191,"8,95","9,61"
7192,"29,63","32,13"
7193,"86,75","94,07"
7194,"4,35","4,71"
7195,"57,98","62,87"
7196,"32,56","34,94"
7197,"22,31","23,94"
7198,"22,13",24
7199,"4,61",5
7200,"13,84","15,01"
7201,"19,44","21,08"
7202,"14,9","16,15"
7203,"16,06","17,23"
7204,"28,09","30,15"
7205,"22,41","24,05"
7206,"72,94","78,28"
7207,"19,32","20,95"
7208,"10,76","11,55"
7209,"21,55","23,12"
7210,"11,69","12,55"
7211,"22,49","24,13"
7212,"15,14","16,42"
7213,"14,35","15,4"
7214,"9,4","10,09"
7215,"11,32","12,15"
7216,"4,8","5,15"
7217,"13,43","14,41"
7218,"48,6","52,16"
7219,"7,78","8,35"
7220,"9,78","10,5"
7221,"14,23","15,43"
7222,"17,78","19,29"
7223,"49,17","52,77"
7224,"60,84","65,29"
7225,"17,52",19
7226,"59,59","64,62"
7227,"104,41","113,22"
7228,"31,93","34,27"
7229,"63,97","68,65"
7230,"28,58","30,67"
7231,"97,49","105,71"
7232,"23,05",25
7233,"16,42","17,81"
7234,"12,09","13,11"
7235,"20,19","21,89"
7236,"14,38","15,59"
7237,"17,41","18,68"
7238,"12,97","13,91"
7239,"21,27","22,83"
7240,"95,53","102,52"
7241,"294,83","316,4"
7242,"19,43","20,85"
7243,"14,83","15,91"
7244,"31,47","33,77"
7245,"31,79","34,47"
7246,"27,26","29,56"
7247,"117,35","127,25"
7248,"106,44","114,23"
7249,"62,83","67,43"
7250,"26,96","29,24"
7251,"25,78","27,96"
7252,"50,95","55,25"
7253,"14,4","15,61"
7254,"57,31","61,5"
7255,"39,4","42,28"
7256,"19,56","21,22"
7257,"18,29","19,84"
7258,"7,25","7,78"
7259,"27,36","29,67"
7260,"25,84","28,02"
7261,"18,01","19,33"
7262,"231,01","247,91"
7263,"165,97","178,11"
7264,"115,02","123,44"
7265,"67,99","72,96"
7266,"127,35","136,67"
7267,"29,02","31,15"
7268,"92,09","98,83"
7269,"49,41","53,02"
7270,"92,1","98,84"
7271,"9,13","9,79"
7272,"91,19","97,87"
7273,"183,59","197,02"
7274,"54,32","58,91"
7275,92,"99,76"
7276,"43,54","47,22"
7277,"2691,64","2918,8"
7278,"50,47","54,16"
7279,"54,67","58,67"
7280,"92,16","98,9"
7281,"69,82","75,71"
7282,"3222,81","3494,79"
7283,"44,73","48,51"
7284,"89,7","96,27"
7285,"179,43","192,56"
7286,"137,98","149,62"
7287,"194,25","210,65"
7288,"95,95","104,05"
7289,"135,02","146,41"
7290,"20,82","22,34"
7291,"25,26","27,11"
7292,"41,65","44,7"
7293,"18,17","19,7"
7294,"36,28","38,94"
7295,"3,65","3,91"
7296,"3,99","4,28"
7297,"47,98","51,49"
7298,"3,11","3,34"
7299,"33,25","35,68"
7300,"41,33","44,35"
7301,"3,3","3,54"
7302,"24,17","25,94"
7303,"11,68","12,67"
7304,"49,85","53,5"
7305,"498,52",535
7306,"53,83","57,77"
7307,"107,85","115,74"
7308,"132,2","141,88"
7309,"528,89","567,59"
7310,"36,81","39,91"
7311,"15,59","16,9"
7312,"30,09","32,63"
7313,"45,26","49,08"
7314,"77,68","84,23"
7315,"25,76","27,93"
7316,"51,67","56,03"
7317,"13,27","14,39"
7318,"58,6","62,89"
7319,"11,38","12,21"
7320,"20,68","22,2"
7321,"36,4","39,06"
7322,"208,3","223,54"
7323,"54,05",58
7324,"416,56","447,04"
7325,"134,01","145,32"
7326,268,"290,62"
7327,"67,9","73,63"
7328,"352,26","381,99"
7329,31,"33,62"
7330,"48,15","52,22"
7331,"68,7","74,5"
7332,"117,72","126,33"
7333,"94,18","101,07"
7334,"188,38","202,16"
7335,"282,56","303,23"
7336,"87,09","94,43"
7337,"40,63","44,06"
7338,"174,16","188,86"
7339,"71,02","76,22"
7340,"131,66","141,29"
7341,"18,2","19,54"
7342,"34,16","36,66"
7343,"68,38","73,38"
7344,"252,05","270,49"
7345,"116,56","125,09"
7346,"75,03","80,52"
7347,"61,22","65,7"
7348,"31,23","33,51"
7349,"58,2","62,46"
7350,"6,07","6,51"
7351,"29,64","31,8"
7352,"57,63","61,84"
7353,"116,03","124,52"
7354,"108,13","116,04"
7355,"57,4","61,6"
7356,"91,94","98,67"
7357,"45,72","49,06"
7358,"133,98","145,29"
7359,"62,51","67,78"
7360,"267,96","290,57"
7361,"66,42","72,03"
7362,"132,83","144,05"
7363,"66,48","72,09"
7364,"99,73","108,14"
7365,"199,45","216,29"
7366,"38,3","41,1"
7367,"114,89","123,29"
7368,"30,64","32,88"
7369,"91,9","98,62"
7370,"95,2","103,23"
7371,"13,17","14,13"
7372,"15,97","17,13"
7373,"75,55","81,07"
7374,"224,63","241,06"
7375,"111,85","120,04"
7376,"59,61","63,98"
7377,"111,68","119,85"
7378,"235,39","252,61"
7379,"470,81","505,26"
7380,"941,56","1010,45"
7381,"4,71","5,11"
7382,"9,41","10,2"
7383,"35,27","38,24"
7384,"5,2","5,64"
7385,"39,02","42,32"
7386,"24,8","26,89"
7387,"46,5","50,43"
7388,"92,99","100,84"
7389,"27,77","30,11"
7390,"55,51","60,2"
7391,"208,18","225,75"
7392,"39,46","42,79"
7393,"147,98","160,47"
7394,"295,93","320,91"
7395,"178,84","193,93"
7396,"357,68","387,86"
7397,"670,63","727,23"
7398,"1341,29","1454,49"
7399,"67,29","72,97"
7400,"134,59","145,95"
7401,"128,53","137,94"
7402,"123,86","134,31"
7403,"12,4","13,45"
7404,"18,95","20,55"
7405,"9,5","10,3"
7406,"118,54","128,54"
7407,"211,18","229,01"
7408,"13,08","14,19"
7409,"98,18","106,46"
7410,"8,83","9,57"
7411,"10,24","11,1"
7412,"29,91","32,43"
7413,"20,8","22,56"
7414,"23,07","24,76"
7415,"19,93","21,39"
7416,"57,73","61,95"
7417,"6,41","6,95"
7418,"16,91","18,33"
7419,"17,74","19,24"
7420,"15,9","17,24"
7421,"10,57","11,34"
7422,"21,44","23,01"
7423,"45,49","48,82"
7424,"51,23","54,98"
7425,"9,42","10,21"
7426,"11,64","12,62"
7427,"103,47","112,2"
7428,"206,94","224,41"
7429,"219,76","238,3"
7430,"439,53","476,62"
7431,"879,06","953,24"
7432,"9,97","10,7"
7433,"29,58","31,74"
7434,"14,97","16,06"
7435,"165,43","177,54"
7436,"330,91","355,12"
7437,"249,6","267,87"
7438,"499,2","535,73"
7439,"392,97","421,72"
7440,"785,94","843,45"
7441,"30,51","33,08"
7442,"15,55","16,87"
7443,"11,61","12,59"
7444,"16,04","17,39"
7445,"10,7","11,49"
7446,"18,5","19,85"
7447,"23,24","24,94"
7448,"7,3","7,83"
7449,"23,94","25,96"
7450,"1148,94","1245,91"
7451,"642,02",689
7452,"1284,05",1378
7453,"15,7","16,85"
7454,"14,75","15,83"
7455,"69,06","74,89"
7456,"16,18","17,54"
7457,"485,53","526,51"
7458,"160,81","174,38"
7459,"321,63","348,78"
7460,"24,6","26,68"
7461,"41,54","45,05"
7462,"20,45","21,95"
7463,"486,53","522,13"
7464,"973,07","1044,27"
7465,7,"7,59"
7466,"167,14","181,25"
7467,"332,89","360,98"
7468,"21,11","22,89"
7469,"105,66","114,57"
7470,"211,31","229,14"
7471,"19,56","20,99"
7472,"488,95","524,73"
7473,"977,92","1049,48"
7474,"736,53","798,68"
7475,"488,55","524,29"
7476,"977,1","1048,6"
7477,"8,27","8,97"
7478,"7,07","7,59"
7479,"176,94","189,89"
7480,"11,63","12,48"
7481,"291,05","312,34"
7482,"10,26","11,01"
7483,"330,67","354,87"
7484,"171,26","183,79"
7485,"342,53","367,6"
7486,"369,84","396,9"
7487,"739,69","793,82"
7488,"5,34","5,79"
7489,"6,33","6,87"
7490,"16,06","17,42"
7491,"158,69","172,08"
7492,"317,38","344,17"
7493,"10,92","11,84"
7494,"23,87","25,89"
7495,"15,91","17,26"
7496,"546,52","592,65"
7497,"1194,18","1294,96"
7498,"530,51","575,28"
7499,"795,76","862,92"
7500,"6,58","7,13"
7501,"493,7","535,37"
7502,"329,37","357,16"
7503,"120,5","129,32"
7504,"2,68","2,91"
7505,"67,26","72,93"
7506,"134,52","145,87"
7507,"142,85","154,91"
7508,"285,68","309,79"
7509,"571,38","619,6"
7510,"477,26","517,53"
7511,"954,52","1035,07"
7512,"37,57","40,74"
7513,"36,06","38,7"
7514,"14,69","15,93"
7515,"137,43","147,49"
7516,"220,35","236,48"
7517,"55,98","60,07"
7518,"111,94","120,13"
7519,"274,85","294,96"
7520,"440,72","472,96"
7521,"49,47","53,65"
7522,"41,94","45,01"
7523,"167,76","180,04"
7524,"251,65","270,06"
7525,"43,45","47,12"
7526,"40,46","43,87"
7527,"13,79","14,95"
7528,"28,31","30,38"
7529,"141,81","152,18"
7530,"24,82","26,63"
7531,"25,34","27,2"
7532,"148,89","159,78"
7533,"152,08","163,21"
7534,"247,91","266,05"
7535,"169,81","182,23"
7536,"104,05","112,83"
7537,"30,36","32,59"
7538,"17,49","18,77"
7539,"105,27","112,98"
7540,"41,31","44,8"
7541,"20,67","22,42"
7542,"5,5","5,96"
7543,"123,32","132,34"
7544,"61,66","66,17"
7545,"12,64","13,71"
7546,"39,84","43,21"
7547,"38,98","42,27"
7548,"39,8","42,71"
7549,"14,04","15,23"
7550,"52,01","56,4"
7551,"73,44","78,82"
7552,"98,9","106,13"
7553,"44,32","47,56"
7554,"25,97","27,87"
7555,"8,36","8,98"
7556,"27,45","29,76"
7557,"10,98","11,9"
7558,"822,59","882,78"
7559,"2467,63","2648,18"
7560,"4935,37","5296,49"
7561,"44,43","47,68"
7562,"79,38","85,18"
7563,"37,48","40,22"
7564,"29,09","31,54"
7565,"22,44","24,09"
7566,"18,15","19,69"
7567,"24,33","26,11"
7568,"12,49","13,4"
7569,"8,18","8,87"
7570,"16,37","17,76"
7571,"25,69","27,86"
7572,"42,14","45,22"
7573,"62,5","67,07"
7574,"118,81","127,5"
7575,"20,83","22,35"
7576,"39,6","42,5"
7577,"14,13","15,16"
7578,"22,58","24,23"
7579,"16,69","17,91"
7580,"33,88","36,35"
7581,"38,15","41,37"
7582,"47,69","51,72"
7583,"97,36","105,57"
7584,"156,06","167,48"
7585,"212,09","227,61"
7586,"115,4","123,84"
7587,"49,65","53,28"
7588,"91,51","98,21"
7589,"83,57","89,68"
7590,"178,41","191,46"
7591,"167,72","179,99"
7592,"110,94","119,06"
7593,"10,39","11,15"
7594,"10,49","11,26"
7595,"18,34","19,89"
7596,"15,43","16,73"
7597,"10,48","11,37"
7598,"152,55","165,42"
7599,"77,34","83,87"
7600,"150,21","162,89"
7601,"25,39","27,53"
7602,"50,81","55,1"
7603,"152,41","165,27"
7604,"51,5","55,85"
7605,"28,77","30,88"
7606,"95,47","102,45"
7607,"53,76","58,29"
7608,"86,62","93,93"
7609,"255,24","273,91"
7610,"262,18","281,37"
7611,"281,97","302,6"
7612,"74,98","80,46"
7613,"211,15","226,6"
7614,"173,9","186,62"
7615,"24,1","25,87"
7616,"19,77","21,44"
7617,"39,61","42,96"
7618,"4,55","4,94"
7619,"22,01","23,87"
7620,44,"47,72"
7621,"5,04","5,46"
7622,"10,52","11,29"
7623,"32,43","34,8"
7624,"43,53","46,72"
7625,"13,81","14,82"
7626,"527,06","565,62"
7627,"1305,52","1401,05"
7628,"9,11","9,78"
7629,"21,3","22,85"
7630,"21,83","23,43"
7631,"22,46","24,36"
7632,"18,26","19,8"
7633,"2,08","2,26"
7634,"82,47","89,43"
7635,"6,49","7,04"
7636,"42,88","46,5"
7637,"58,2","63,11"
7638,"42,71","46,31"
7639,"42,72","46,33"
7640,"149,3","160,22"
7641,"8,18","8,78"
7642,"25,2","27,05"
7643,"42,68","45,8"
7644,"23,39","25,1"
7645,"17,23","18,49"
7646,"40,47","43,88"
7647,"52,91","57,38"
7648,"67,53","73,23"
7649,"25,92","28,11"
7650,"38,2","41,43"
7651,"20,25","21,95"
7652,"8,46","9,17"
7653,"21,46","23,27"
7654,"19,95","21,63"
7655,28,"30,36"
7656,"44,88","48,67"
7657,"281,43","302,02"
7658,"26,99","29,27"
7659,"104,62","113,44"
7660,"75,48","81,85"
7661,"33,65","36,49"
7662,"34,82","37,76"
7663,"16,67","17,89"
7664,"17,94","19,26"
7665,"20,48","21,98"
7666,"21,26","22,82"
7667,"22,99","24,67"
7668,"23,93","25,68"
7669,"8,83","9,48"
7670,"4,41","4,73"
7671,"6,09","6,54"
7672,"6,6","7,09"
7673,"7,99","8,57"
7674,"5,18","5,56"
7675,"10,01","10,85"
7676,"30,05","32,58"
7677,"17,56","19,05"
7678,"21,84","23,68"
7679,"63,73","69,11"
7680,"75,81","82,2"
7681,"125,75","136,36"
7682,"149,59","162,22"
7683,"26,15","28,06"
7684,"78,5","84,24"
7685,"113,98","122,32"
7686,"27,05","29,34"
7687,"428,65","460,01"
7688,"58,16","62,41"
7689,"249,11","267,34"
7690,"449,57","482,46"
7691,"765,32","821,32"
7692,"69,7","74,8"
7693,"299,07","320,95"
7694,"492,94","529,01"
7695,"70,68","76,64"
7696,"141,34","153,27"
7697,"33,06","35,85"
7698,"22,63","24,54"
7699,"134,73","144,59"
7700,"269,48","289,2"
7701,"170,26","182,72"
7702,"69,87","75,76"
7703,"139,75","151,54"
7704,"231,91","251,49"
7705,"463,84","502,99"
7706,"834,18","904,58"
7707,"279,48","303,06"
7708,"177,17","190,13"
7709,"59,14","63,46"
7710,"177,6","190,6"
7711,"20,86","22,39"
7712,"62,61","67,2"
7713,"157,24","168,74"
7714,"152,09","163,22"
7715,"227,19","243,82"
7716,"21,97","23,82"
7717,"32,99","35,78"
7718,"24,24","26,29"
7719,"29,47","31,95"
7720,"58,97","63,95"
7721,"38,34","41,58"
7722,"77,74","84,3"
7723,"50,13","53,79"
7724,"150,4","161,4"
7725,"37,69","40,45"
7726,"71,31","76,52"
7727,"306,19","328,6"
7728,"113,25","121,54"
7729,"276,59","296,83"
7730,"446,17","478,82"
7731,"436,81","468,77"
7732,"71,36","76,59"
7733,"142,75","153,2"
7734,"439,98","472,17"
7735,"470,47","504,89"
7736,"235,01","252,21"
7737,"705,02","756,61"
7738,"1057,57","1134,95"
7739,"1410,08","1513,26"
7740,"2115,1","2269,87"
7741,"1410,06","1513,23"
7742,"2115,19","2269,96"
7743,"9,35","10,04"
7744,"88,01","94,45"
7745,"58,94","63,26"
7746,"252,7","271,2"
7747,"106,11","113,88"
7748,"235,05","252,24"
7749,"683,31","733,3"
7750,"163,61","175,59"
7751,"327,24","351,18"
7752,"76,36","81,95"
7753,"486,65","522,26"
7754,"113,55","121,85"
7755,"485,42","520,94"
7756,"970,86","1041,9"
7757,"127,95","137,32"
7758,"42,36","45,46"
7759,"127,09","136,39"
7760,"126,47","135,72"
7761,"100,6","107,96"
7762,"201,22","215,94"
7763,"230,65","247,52"
7764,"458,64","492,2"
7765,"262,06","281,23"
7766,"267,41","286,98"
7767,"422,1","452,99"
7768,"220,25","236,37"
7769,"495,09","531,32"
7770,"89,75","96,32"
7771,"72,34","78,44"
7772,"90,25","97,87"
7773,"25,1","27,22"
7774,"100,88","109,4"
7775,"163,49","177,29"
7776,"74,66","80,12"
7777,"11,13","11,94"
7778,"66,73","71,61"
7779,"25,72","27,6"
7780,"77,2","82,85"
7781,"154,33","165,62"
7782,"6,63","7,19"
7783,"13,4","14,54"
7784,"8,29","8,98"
7785,"16,8","18,22"
7786,"110,65","118,74"
7787,"46,63","50,04"
7788,"108,8","116,76"
7789,"155,42","166,79"
7790,"55,92","60,64"
7791,"75,9","82,3"
7792,"133,65","143,43"
7793,"102,74","110,26"
7794,"205,49","220,52"
7795,"16,2","17,39"
7796,"32,2","34,56"
7797,"193,31","207,45"
7798,"389,17","417,65"
7799,"93,82","100,68"
7800,"140,72","151,01"
7801,"41,24","44,26"
7802,"82,47","88,5"
7803,"164,97","177,04"
7804,"247,42","265,52"
7805,"101,23","108,63"
7806,"79,65","85,48"
7807,"159,33","170,99"
7808,"30,82","33,42"
7809,"105,08","113,95"
7810,"210,13","227,87"
7811,"315,21","341,81"
7812,"581,34","630,4"
7813,"48,28","51,82"
7814,"96,55","103,61"
7815,"193,06","207,18"
7816,"300,13","322,09"
7817,"46,82","50,24"
7818,"140,49","150,77"
7819,"30,43","32,66"
7820,"130,41","139,95"
7821,"277,01","297,28"
7822,"22,58","24,49"
7823,"35,12","38,08"
7824,"75,91","81,46"
7825,"113,84","122,17"
7826,"81,22","87,16"
7827,"149,88","160,84"
7828,"224,83","241,28"
7829,"35,62","38,62"
7830,"71,24","77,25"
7831,"43,8","47,49"
7832,"87,58","94,97"
7833,"158,19","171,54"
7834,"67,1","72,77"
7835,"251,69","272,93"
7836,"42,18","45,74"
7837,"191,77","207,95"
7838,"383,5","415,87"
7839,"100,67","109,17"
7840,"191,97","208,17"
7841,"383,96","416,36"
7842,"575,91","624,51"
7843,"78,97","85,64"
7844,"157,92","171,25"
7845,"135,69","147,14"
7846,"407,11","441,47"
7847,"15,35","16,64"
7848,"30,67","33,26"
7849,"61,37","66,55"
7850,"15,02","16,12"
7851,"44,24","47,48"
7852,"132,74","142,45"
7853,"32,51","34,89"
7854,"465,41","504,69"
7855,"209,67","227,36"
7856,"629,03","682,12"
7857,"39,9","42,82"
7858,"38,66","41,49"
7859,"177,07","190,02"
7860,"354,15","380,06"
7861,"40,31","43,26"
7862,"702,51","753,91"
7863,"83,54","90,59"
7864,358,"388,21"
7865,"716,03","776,45"
7866,"36,78","39,48"
7867,"158,84","170,46"
7868,"315,28","338,35"
7869,"351,34","377,05"
7870,"811,97","871,38"
7871,"146,85","157,6"
7872,"55,76","59,84"
7873,"167,35","179,6"
7874,"41,01","44,01"
7875,"175,84","188,71"
7876,"210,68","226,1"
7877,"272,23","292,15"
7878,"97,92","105,09"
7879,"37,53","40,28"
7880,"112,64","120,88"
7881,"133,52","144,78"
7882,"267,02","289,56"
7883,"31,4","33,7"
7884,"73,25","78,61"
7885,"30,58","32,82"
7886,"91,97","98,7"
7887,"80,91","86,83"
7888,"21,81","23,65"
7889,"35,75","38,77"
7890,"86,92","93,28"
7891,"43,97","47,18"
7892,"70,27","76,2"
7893,"215,61","231,39"
7894,"862,4","925,5"
7895,"44,44","47,7"
7896,"155,24","166,6"
7897,"88,88","95,38"
7898,"133,34","143,1"
7899,"500,83","537,48"
7900,"27,28","29,28"
7901,"54,6","58,6"
7902,"109,22","117,21"
7903,"57,67","61,89"
7904,"115,36","123,8"
7905,"4081,1","4379,72"
7906,"79,95","85,8"
7907,"94,13","101,01"
7908,"133,4","143,16"
7909,"2911,96","3125,02"
7910,"63,66","68,32"
7911,"132,01","141,67"
7912,"196,57","210,95"
7913,"15,67","16,82"
7914,"21,65","23,23"
7915,"42,16","45,24"
7916,"38,31","41,11"
7917,"102,16","109,63"
7918,"57,82","62,05"
7919,"111,18","119,32"
7920,"12,13","13,01"
7921,"237,58","257,63"
7922,"43,88","47,09"
7923,"49,56","53,18"
7924,"94,11",101
7925,"165,89","178,02"
7926,"261,51","280,65"
7927,"49,8","53,44"
7928,"78,77","84,54"
7929,"17,69","18,99"
7930,"35,48","38,07"
7931,"14,7","15,78"
7932,"232,72","252,36"
7933,"42,05","45,12"
7934,"51,6","55,38"
7935,"41,78","44,84"
7936,"85,33","91,57"
7937,"118,74","127,43"
7938,"68,34","73,34"
7939,"139,72","149,94"
7940,"6317,54","6779,79"
7941,"12665,36","13592,08"
7942,"68,07","73,05"
7943,"303,2","325,39"
7944,"29,36","31,51"
7945,"146,26","156,96"
7946,"66,18","71,02"
7947,"91,65","98,35"
7948,"197,02","211,44"
7949,"70,75","75,93"
7950,"105,34","113,05"
7951,"23,8","25,54"
7952,"95,19","102,16"
7953,"120,14","128,93"
7954,"58,88","63,85"
7955,"35,31","38,3"
7956,"29,78","31,96"
7957,"16,9","18,13"
7958,"32,52","34,9"
7959,"51,84","55,63"
7960,"354,13","380,04"
7961,"14,28","15,49"
7962,"33,77","36,24"
7963,"60,61","65,05"
7964,"71,32","76,54"
7965,"851,99","914,33"
7966,"103,03","110,57"
7967,"24,05","25,8"
7968,"107,33","115,18"
7969,"49,66","53,29"
7970,"15,75","17,08"
7971,"18,9","20,28"
7972,"7,18","7,71"
7973,"13,82","14,83"
7974,"15,28","16,4"
7975,"96,11","103,15"
7976,"34,82","37,37"
7977,"102,06","109,52"
7978,"49,28","52,89"
7979,"96,34","103,39"
7980,"181,05","194,29"
7981,"55,91",60
7982,"79,17","84,96"
7983,"136,52","146,51"
7984,"162,83","174,74"
7985,"29,05","31,17"
7986,"107,52","115,39"
7987,"256,47","275,23"
7988,"5370,01","5762,94"
7989,"2685,02","2881,49"
7990,"15,11","16,22"
7991,"28,93","31,05"
7992,"62,42","66,99"
7993,"134,6","144,45"
7994,"64,83","69,57"
7995,"75,84","81,39"
7996,"127,78","137,13"
7997,"38,51","41,33"
7998,"14,53","15,6"
7999,"105,77","113,51"
8000,"70,35","75,5"
8001,"55,9","59,99"
8002,"27,8","29,83"
8003,"9,45","10,15"
8004,"6,94","7,45"
8005,"8,11","8,71"
8006,"9,1","9,77"
8007,"15,85","17,01"
8008,"41,86","44,93"
8009,"27,52","29,54"
8010,"41,52","44,56"
8011,"71,74","76,99"
8012,"21,36","22,93"
8013,"31,25","33,54"
8014,"56,24","60,35"
8015,"112,33","120,55"
8016,"312,59","335,46"
8017,"120,32","129,12"
8018,"30,68","32,93"
8019,"40,05","42,98"
8020,"72,14","77,41"
8021,"46,2","49,59"
8022,"61,38","65,87"
8023,"137,07","147,1"
8024,"156,8","168,27"
8025,"313,59","336,54"
8026,"182,15","195,48"
8027,"36,84","39,54"
8028,"67,73","72,68"
8029,"133,25",143
8030,"167,11","179,34"
8031,"65,25","70,02"
8032,"81,32","87,27"
8033,"58,92","63,23"
8034,"88,45","94,93"
8035,"122,35","131,3"
8036,"183,53","196,96"
8037,"272,2","292,12"
8038,"42,83","45,96"
8039,"63,53","68,18"
8040,"51,28","55,04"
8041,"91,23","98,93"
8042,"267,95","287,56"
8043,"87,67","94,09"
8044,"40,35","43,3"
8045,"30,94","33,21"
8046,"46,42","49,82"
8047,"91,64","98,34"
8048,"24,83","26,65"
8049,"18,6","19,96"
8050,"26,34","28,27"
8051,81,"86,93"
8052,"323,81","347,5"
8053,"45,28","48,6"
