IdPF,ValorGenericoPF,ValorMGPF
4535,"95,23","102,2"
4536,"13,49","14,48"
4537,"52,01","55,82"
4538,"78,02","83,73"
4539,"104,02","111,63"
4540,"7,64","8,2"
4541,"22,92","24,6"
4542,"38,19","40,99"
4543,"41,47","44,5"
4544,"75,65","81,18"
4545,"15,13","16,4"
4546,"25,71","27,88"
4547,"14,05","15,07"
4548,"32,78","35,18"
4549,"37,36","40,1"
4550,"112,09","120,29"
4551,"149,44","160,38"
4552,"82,94","89,01"
4553,"248,82","267,02"
4554,"20,49","21,99"
4555,"10,25",11
4556,"8,2","8,8"
4557,"40,99","43,99"
4558,"61,48","65,98"
4559,"40,98","43,98"
4560,"59,15","63,48"
4561,"88,73","95,22"
4562,"20,5",22
4563,41,44
4564,"61,49","65,99"
4565,"59,03","63,35"
4566,"177,1","190,06"
4567,"354,2","380,12"
4568,"531,31","570,18"
4569,"177,03","189,99"
4570,"354,06","379,96"
4571,"708,13","759,94"
4572,"1607,08","1742,7"
4573,"2301,45","2495,67"
4574,"1760,31","1908,86"
4575,"7041,26","7635,49"
4576,"2185,25","2369,67"
4577,"251,51","272,74"
4578,"1257,36","1363,47"
4579,"2223,59","2411,25"
4580,"3706,01","4018,76"
4581,"5765,33","6187,18"
4582,"2843,96","3052,05"
4583,"2275,16","2441,63"
4584,"1154,79","1252,25"
4585,"2309,57","2504,48"
4586,"3464,35","3756,71"
4587,"6699,83","7265,25"
4588,"12168,3","13195,21"
4589,"837,52","898,8"
4590,"1675,07","1797,63"
4591,"752,98","808,07"
4592,"1358,95","1458,39"
4593,"2717,84","2916,71"
4594,"2125,91","2281,46"
4595,6079,"6523,8"
4596,"3828,42","4151,51"
4597,"1845,86","2001,63"
4598,"3459,4","3751,35"
4599,"2951,61","3167,58"
4600,"66297,18","71892,17"
4601,"24,85","26,94"
4602,"168,82","181,17"
4603,"187,77","201,51"
4604,"206,77","221,9"
4605,"41,34","44,37"
4606,"58,02","62,27"
4607,"106,92","114,74"
4608,"54,75","58,76"
4609,"76,97","82,6"
4610,"24,42","26,21"
4611,"60,47","64,89"
4612,"244,27","262,15"
4613,"604,7","648,95"
4614,"499,34","535,88"
4615,"49,94","53,6"
4616,"32,33","34,7"
4617,"5,48","5,88"
4618,"54,72","58,72"
4619,"248,68","266,88"
4620,"55,31","59,35"
4621,"179,06","192,16"
4622,"8,31","8,91"
4623,"83,17","89,26"
4624,"27,64","29,97"
4625,"48,26","52,33"
4626,"73,88","80,11"
4627,"48,6","52,71"
4628,"79,92","85,77"
4629,"104,81","112,48"
4630,"93,1","99,91"
4631,"188,74","202,55"
4632,"17,06","18,3"
4633,"34,11","36,61"
4634,"97,16","104,27"
4635,"137,53","147,6"
4636,"12,76","13,83"
4637,"150,08","162,74"
4638,"77,56","83,23"
4639,"166,61","180,67"
4640,"100,39","108,86"
4641,"109,53","118,77"
4642,"76,06","82,48"
4643,"251,2","269,59"
4644,"14,31","15,35"
4645,"124,43","133,54"
4646,"457,31","495,91"
4647,"243,16","260,95"
4648,"255,5","274,2"
4649,"385,16","413,34"
4650,"350,84","376,51"
4651,"82,27","89,21"
4652,"154,8","166,12"
4653,"149,59","160,54"
4654,"237,05","254,39"
4655,"474,07","508,76"
4656,"480,43","515,59"
4657,"346,63","371,99"
4658,"240,7","258,32"
4659,"407,09","436,88"
4660,"286,76","307,74"
4661,"65,07","69,83"
4662,"96,63","103,7"
4663,"193,82",208
4664,"134,59","144,44"
4665,"544,82","584,68"
4666,"647,02","694,37"
4667,"849,58","911,74"
4668,"106,66","114,46"
4669,"58,89","63,2"
4670,"76,81","82,43"
4671,"53,32","57,22"
4672,"201,03","215,74"
4673,"304,68","326,98"
4674,"35,63","38,23"
4675,"273,4","293,4"
4676,"23,45","25,17"
4677,"141,78","152,16"
4678,"202,22","217,01"
4679,"252,02","270,46"
4680,"92,11","98,85"
4681,"196,84","211,24"
4682,"144,75","155,34"
4683,"219,38","235,43"
4684,"253,43","271,98"
4685,"525,13","563,55"
4686,"203,18","218,05"
4687,"276,68","296,93"
4688,"199,22","213,79"
4689,"138,34","148,46"
4690,"238,44","255,89"
4691,"165,31","177,4"
4692,"8,26","8,87"
4693,"65,35","70,13"
4694,"13,07","14,02"
4695,"32,03","34,38"
4696,"160,51","172,26"
4697,"1568,59","1683,37"
4698,"2223,73","2386,44"
4699,"964,97","1035,57"
4700,"444,73","477,27"
4701,"672,38","721,57"
4702,"553,26","593,74"
4703,"1325,33","1422,3"
4704,"416,66","447,15"
4705,"1205,83","1294,06"
4706,"482,33","517,62"
4707,"318,72","342,04"
4708,"339,84","364,71"
4709,"151,25","162,32"
4710,"271,59","291,46"
4711,"274,1","294,16"
4712,"469,94","504,33"
4713,"1300,25","1395,39"
4714,"685,03","735,16"
4715,"51,86","55,66"
4716,"15,38","16,5"
4717,"186,69","200,35"
4718,"125,8",135
4719,"52,93","56,8"
4720,"240,58","258,18"
4721,"724,98","778,02"
4722,"394,42","423,28"
4723,"1994,33","2140,26"
4724,145,"155,61"
4725,"78,88","84,65"
4726,"398,86","428,05"
4727,"205,13","220,13"
4728,"1599,27","1716,29"
4729,"720,53","773,26"
4730,123,132
4731,"182,61","195,98"
4732,"570,8","612,56"
4733,"306,38","328,79"
4734,"312,39","335,24"
4735,"291,95","313,32"
4736,"366,16","392,95"
4737,"301,56","323,62"
4738,"513,28","550,84"
4739,"369,57","396,61"
4740,"256,65","275,43"
4741,"463,84","497,78"
4742,"667,91","716,78"
4743,"17,22","18,48"
4744,"249,56","267,82"
4745,"1733,93","1860,8"
4746,"267,38","286,94"
4747,"1069,45","1147,71"
4748,385,"413,17"
4749,"67,22","72,13"
4750,"46,28","49,67"
4751,"220,58","236,72"
4752,"317,65","340,89"
4753,"14,81","15,89"
4754,"26,89","28,85"
4755,"96,36","103,41"
4756,"77,3","82,95"
4757,"50,14","53,8"
4758,"505,76","542,77"
4759,"691,52","742,12"
4760,"917,59","984,73"
4761,"54,61","58,61"
4762,"546,33","586,3"
4763,"101,28","108,7"
4764,"158,34","169,93"
4765,"224,56","240,99"
4766,"114,95","123,37"
4767,"6489,06","6963,86"
4768,"2163,01","2321,28"
4769,"50,67","54,95"
4770,"416,93","447,44"
4771,"379,77","407,56"
4772,"4169,17","4474,23"
4773,"546,88","586,89"
4774,"1991,69","2137,43"
4775,"15,19","16,3"
4776,"75,94","81,5"
4777,"1089,11","1168,8"
4778,"585,55","628,39"
4779,"302,41","324,54"
4780,"362,89","389,44"
4781,"843,19","904,89"
4782,"193,98","208,17"
4783,"317,2","340,41"
4784,"56,83","60,99"
4785,"19,72","21,16"
4786,"183,27","196,68"
4787,"56,78","60,94"
4788,"567,78","609,33"
4789,"55,81","59,89"
4790,"137,58","147,65"
4791,"65,59","70,39"
4792,"53,14","57,02"
4793,"86,88","93,23"
4794,"25,73","27,61"
4795,"3746,54","4020,67"
4796,"1246,39","1337,59"
4797,"1557,99","1671,99"
4798,"756,6","811,96"
4799,"265,91","285,37"
4800,"638,02","684,71"
4801,"429,92","461,38"
4802,"45,02","48,32"
4803,"19,61","21,27"
4804,"21,95","23,56"
4805,"54,13","58,09"
4806,"57,93","62,17"
4807,"31,85","34,18"
4808,"407,92","437,77"
4809,"861,33","924,35"
4810,"78,08","83,79"
4811,"1242,51","1333,43"
4812,"266,86","286,39"
4813,"468,44","502,72"
4814,"188,34","202,12"
4815,"295,75","317,39"
4816,"561,85","602,96"
4817,"9,75","10,46"
4818,"1639,72","1778,1"
4819,"122,88","131,87"
4820,"64,81","69,55"
4821,"15,93","17,1"
4822,30,"32,2"
4823,"118,83","127,52"
4824,"427,77","459,07"
4825,"297,07","318,8"
4826,"191,41","205,41"
4827,"689,07","739,49"
4828,"464,32","498,29"
4829,"466,23","500,34"
4830,"698,38","749,48"
4831,"484,92","520,4"
4832,"1086,68","1166,19"
4833,"2173,35","2332,38"
4834,"3460,65","3713,87"
4835,6649,"7135,51"
4836,"43,85","47,06"
4837,"40,65","43,62"
4838,"11,81","12,67"
4839,"21,92","23,52"
4840,"38,62","41,88"
4841,"2020,94","2168,82"
4842,"95,9","102,91"
4843,"57,48","61,68"
4844,"34,83","37,38"
4845,"187,39","201,1"
4846,"22,53","24,18"
4847,"85,38","91,62"
4848,"569,15","610,79"
4849,"853,76","916,23"
4850,"392,08","420,77"
4851,"642,8","689,83"
4852,"462,83","496,7"
4853,"321,41","344,93"
4854,"1269,38","1362,26"
4855,"678,5","728,15"
4856,"1413,51","1516,94"
4857,"523,26","561,55"
4858,"887,59","952,54"
4859,"4659,26","5000,18"
4860,"7130,15","7651,86"
4861,"15,6","16,74"
4862,"268,06","287,67"
4863,"282,93","303,63"
4864,"351,82","377,56"
4865,"289,19","310,35"
4866,"1595,94","1712,72"
4867,"798,02","856,41"
4868,"243,93","261,78"
4869,476,"510,83"
4870,"41,11","44,12"
4871,"75,09","80,59"
4872,"47,93","51,98"
4873,"1199,13","1300,33"
4874,"13,57","14,71"
4875,"90,94","98,62"
4876,"184,43",200
4877,"206,4","221,5"
4878,"235,32","252,54"
4879,"317,05","340,24"
4880,"44,69","47,96"
4881,"275,31","295,45"
4882,"264,75","284,12"
4883,"145,25","157,5"
4884,"365,58","392,33"
4885,"312,5","335,37"
4886,"83,53","89,65"
4887,"144,02","154,56"
4888,"128,11","137,49"
4889,"123,45","132,49"
4890,"161,98","173,83"
4891,"114,11","122,46"
4892,"202,41","217,22"
4893,"133,31","143,06"
4894,"3,63","3,89"
4895,"39,29","42,61"
4896,"78,63","85,26"
4897,"275,18","298,4"
4898,"176,89","191,81"
4899,"530,69","575,48"
4900,"1173,8","1259,68"
4901,"2347,65","2519,43"
4902,"234,76","251,94"
4903,"338,08","362,82"
4904,"257,22","276,04"
4905,"499,74","536,3"
4906,"204,07",219
4907,"393,45","422,24"
4908,"788,61","846,32"
4909,"178,17","191,21"
4910,"36,25","38,9"
4911,"241,68","259,37"
4912,"145,86","156,54"
4913,"250,86","269,22"
4914,"2585,19","2774,35"
4915,"141,24","153,16"
4916,"254,14","275,58"
4917,"282,54","306,39"
4918,"2018,01","2188,32"
4919,"3630,5","3936,89"
4920,"606,37","657,54"
4921,"28,82","31,25"
4922,"57,66","62,53"
4923,"199,36","216,19"
4924,"197,73","214,42"
4925,"2848,48","3088,87"
4926,"358,73",389
4927,"353,73","383,58"
4928,"5124,58","5557,06"
4929,"61,75","66,97"
4930,"211,83","229,71"
4931,"378,98","410,96"
4932,"5533,66","6000,66"
4933,"266,91","286,44"
4934,"152,7","163,88"
4935,"234,55","251,71"
4936,"3350,74","3595,91"
4937,"469,1","503,43"
4938,"6701,49","7191,84"
4939,"327,23","351,17"
4940,"502,59","539,37"
4941,"1005,22","1078,77"
4942,"305,39","327,73"
4943,"111,83","120,01"
4944,"119,78","128,55"
4945,"798,82","857,27"
4946,"998,51","1071,57"
4947,"1997,02","2143,15"
4948,"55,43","59,49"
4949,"155,2","166,56"
4950,"166,28","178,45"
4951,"1108,74","1189,87"
4952,"1385,92","1487,33"
4953,"2771,88","2974,69"
4954,"283,16","303,88"
4955,"1367,36","1467,41"
4956,"183,8","197,24"
4957,"735,2",789
4958,"1441,06","1546,5"
4959,"212,1",230
4960,"60,26","64,67"
4961,"208,4","223,65"
4962,"710,08","762,04"
4963,"1107,3","1188,32"
4964,"47,06","50,5"
4965,"235,26","252,48"
4966,"107,35","115,21"
4967,"536,76","576,04"
4968,"601,49","645,5"
4969,"3007,44","3227,5"
4970,"4210,4","4518,47"
4971,"9022,3","9682,46"
4972,"869,44","933,06"
4973,"1738,86","1866,1"
4974,"3278,39","3518,27"
4975,"4210,42","4518,5"
4976,"9021,89","9682,02"
4977,"194,27","208,49"
4978,"388,52","416,95"
4979,"124,05","133,12"
4980,"248,1","266,26"
4981,"372,16","399,39"
4982,"744,31","798,77"
4983,"1488,64","1597,56"
4984,"2232,94","2396,33"
4985,"2977,25","3195,1"
4986,"127,88","137,23"
4987,"255,76","274,48"
4988,"383,6","411,67"
4989,"511,5","548,93"
4990,"639,39","686,17"
4991,"6393,99","6861,84"
4992,"46,11",50
4993,"76,22","82,66"
4994,"167,31","179,55"
4995,"334,64","359,12"
4996,"501,94","538,67"
4997,"669,26","718,23"
4998,"836,59","897,8"
4999,"8365,84","8977,97"
5000,"130,08","139,6"
5001,"1301,05","1396,24"
5002,"200,15","214,79"
5003,"2001,58","2148,04"
5004,"203,17","218,04"
5005,"32,42","34,79"
5006,"64,86","69,61"
5007,"131,02","140,61"
5008,"102,25","109,73"
5009,"204,51","219,48"
5010,"158,28","169,87"
5011,"316,57","339,73"
5012,"27,77","29,8"
5013,"65,06","69,82"
5014,"92,23","98,98"
5015,"9,26","9,94"
5016,"21,68","23,27"
5017,"17,75","19,05"
5018,"53,25","57,15"
5019,"33,23","35,66"
5020,"99,7",107
5021,"1022,49","1097,3"
5022,"10225,06","10973,23"
5023,"14315,11","15362,55"
5024,"28630,19","30725,07"
5025,"10,9","11,7"
5026,"72,7","78,02"
5027,"267,06","286,6"
5028,"178,77","191,85"
5029,"4450,93","4776,61"
5030,"61,01","65,48"
5031,"1572,89","1687,98"
5032,"15728,82","16879,7"
5033,"22020,36","23631,59"
5034,"44040,7","47263,16"
5035,"20,67","22,18"
5036,"44,27","47,51"
5037,"59,92","64,3"
5038,"119,8","128,56"
5039,"90,44","97,06"
5040,"103,58","111,16"
5041,"218,22","234,18"
5042,"2182,11","2341,78"
5043,"743,08","797,45"
5044,"3715,43","3987,29"
5045,"3401,15","3650,01"
5046,"268,91","288,59"
5047,"2689,02","2885,78"
5048,"146,5","157,22"
5049,"164,23","176,24"
5050,"812,62","881,2"
5051,"26,51","28,45"
5052,"14,03","15,21"
5053,"34,23","37,12"
5054,"13,67","14,82"
5055,"28,47","30,88"
5056,"16,36","17,74"
5057,"28,48","30,56"
5058,"15,37","16,67"
5059,"45,09","48,9"
5060,"11,38","12,34"
5061,"19,88","21,33"
5062,"8,74","9,47"
5063,"26,07","27,98"
5064,"32,66","35,05"
5065,"30,88","33,13"
5066,"138,59","148,73"
5067,"277,17","297,45"
5068,"313,36","336,29"
5069,"229,27","246,05"
5070,"1131,89","1214,71"
5071,"8631,5","9263,07"
5072,"948,88","1018,3"
5073,"39,07","42,37"
5074,"22,44","24,34"
5075,"56,59","61,36"
5076,"23,97","25,99"
5077,"79,85","86,59"
5078,"479,06","519,49"
5079,"99,94","107,26"
5080,"153,18","164,39"
5081,"765,91","821,95"
5082,"1020,32","1094,98"
5083,"51,45","55,22"
5084,"305,23","327,56"
5085,"152,61","163,78"
5086,516,"553,76"
5087,"1548,01","1661,28"
5088,"2064,01","2215,04"
5089,"3870,04","4153,21"
5090,"50,72",55
5091,"1097,61","1190,24"
5092,"54912,91","59547,15"
5093,"56,9","61,06"
5094,"85,36","91,61"
5095,"569,1","610,74"
5096,"107,57","115,44"
5097,"7,84","8,41"
5098,"78,83","84,6"
5099,"135,86","145,8"
5100,"53,35","57,26"
5101,"35,56","38,16"
5102,"106,7","114,51"
5103,"115,61","124,07"
5104,"64,77","69,51"
5105,"194,3","208,51"
5106,"5,69","6,11"
5107,"17,08","18,33"
5108,"11,36","12,2"
5109,"113,8","122,12"
5110,"45,52","48,85"
5111,"136,57","146,56"
5112,"560,95",602
5113,"33,17","35,96"
5114,"43,7","47,39"
5115,"35,37","38,36"
5116,"46,59","50,53"
5117,"59,6","63,96"
5118,"89,02","95,54"
5119,"165,69","177,82"
5120,"161,27","173,07"
5121,"147,4","158,18"
5122,"154,39","165,68"
5123,"141,14","151,46"
5124,"460,66","494,37"
5125,"77,33","83,86"
5126,"92,77","100,6"
5127,"983,33","1055,28"
5128,"261,18","280,29"
5129,"187,66","201,39"
5130,"234,33","251,48"
5131,"148,74","159,62"
5132,"121,86","130,78"
5133,"224,33","240,74"
5134,"142,38","152,79"
5135,"116,68","125,22"
5136,"250,05","268,34"
5137,"179,68","192,83"
5138,"152,74","163,91"
5139,"509,14","546,39"
5140,"305,02","327,34"
5141,"169,22","181,6"
5142,"141,48","151,83"
5143,"526,28","564,79"
5144,"226,65","243,23"
5145,"136,06","146,01"
5146,"111,19","119,33"
5147,"202,01","216,79"
5148,"154,32","165,61"
5149,"139,07","149,24"
5150,"40,69","43,67"
5151,"17,25","18,51"
5152,"1894,64","2033,27"
5153,"4766,13","5114,87"
5154,"554,26","594,82"
5155,"13,41","14,39"
5156,"107,23","115,07"
5157,"1406,22","1509,11"
5158,"47,82","51,32"
5159,"26,72","28,67"
5160,"800,83","859,43"
5161,"1334,91","1432,59"
5162,"60,82","65,95"
5163,"119,41","129,48"
5164,"485,28","526,23"
5165,"43,69","47,38"
5166,"18,24","19,77"
5167,"1169,54","1268,24"
5168,"1949,23","2113,74"
5169,"4183,42","4489,52"
5170,"496,42","532,74"
5171,"339,66","367,33"
5172,"185,02","200,64"
5173,"231,31","250,84"
5174,"11,47","12,3"
5175,"228,65","245,38"
5176,"413,5","443,76"
5177,"120,75","129,59"
5178,"213,11","228,71"
5179,"327,09","351,02"
5180,"413,82","444,1"
5181,"128,86","138,29"
5182,"6,78","7,28"
5183,"5,77","6,2"
5184,"6,92","7,43"
5185,"9,41","10,1"
5186,"730,38","783,82"
5187,"809,17","868,38"
5188,"547,41","587,46"
5189,"681,43","731,29"
5190,"289,24","310,4"
5191,"141,52","151,88"
5192,"375,08","402,52"
5193,"252,33","270,79"
5194,"6,43","6,9"
5195,"5,59",6
5196,"7,08","7,6"
5197,"9,67","10,38"
5198,"9,02","9,68"
5199,"12,77","13,71"
5200,"696,13","747,06"
5201,"303,15","325,33"
5202,"230,74","247,62"
5203,"157,23","168,73"
5204,"1440,01","1545,38"
5205,"1894,72","2033,35"
5206,"37,89","40,66"
5207,"185,18","198,73"
5208,"636,55","683,12"
5209,"795,69","853,91"
5210,"382,53","410,52"
5211,"244,26","262,13"
5212,"135,4","145,3"
5213,"833,59","894,59"
5214,"399,23","428,44"
5215,"265,56","284,99"
5216,"184,67","198,18"
5217,"126,13","135,35"
5218,"11922,74","12795,13"
5219,"121,03","129,89"
5220,"4502,71","4832,17"
5221,"5238,69","5622,01"
5222,"6536,9","7015,21"
5223,"8404,59","9019,56"
5224,"81,99","87,99"
5225,"140,92","151,23"
5226,"850,36","912,59"
5227,"71,16","76,37"
5228,"115,73","124,2"
5229,"12,08","12,96"
5230,"331,63","355,89"
5231,"241,93","259,63"
5232,"181,43","194,71"
5233,"1036,78","1124,28"
5234,"1514,47","1642,28"
5235,"3786,16","4105,68"
5236,"3110,36","3372,85"
5237,"122,22","131,16"
5238,"1198,52","1286,22"
5239,"235,08","252,28"
5240,"47,92","51,43"
5241,"479,22","514,28"
5242,"23,97","25,72"
5243,"71,91","77,17"
5244,"3355,72","3601,26"
5245,"190,25","204,17"
5246,"12658,28","13584,49"
5247,"11,61","12,46"
5248,"784,14","841,51"
5249,"5894,95","6326,28"
5250,"6973,62","7483,88"
5251,"4765,07","5113,73"
5252,"4561,66","4895,44"
5253,"79,42","85,23"
5254,"139,25","149,44"
5255,"59,06","64,05"
5256,"1772,05","1921,6"
5257,"180,47","193,67"
5258,"226,17","242,72"
5259,"161,75","173,59"
5260,"122,92","131,91"
5261,"282,7","303,39"
5262,"184,4","197,89"
5263,"242,63","260,38"
5264,"123,98","133,05"
5265,"206,19","221,28"
5266,"14434,18","15490,33"
5267,"8247,87","8851,36"
5268,"1031,01","1106,45"
5269,"14434,14","15490,29"
5270,"37,59","40,34"
5271,"1127,81","1210,33"
5272,"3916,99","4203,6"
5273,7834,"8407,22"
5274,"554,42","594,99"
5275,"792,39","850,37"
5276,"177,25","190,22"
5277,"174,51","187,28"
5278,"170,45","182,93"
5279,"8922,72","9575,6"
5280,"259,36","278,34"
5281,"1296,78","1391,67"
5282,"18156,07","19484,56"
5283,"148,7","159,59"
5284,"223,07","239,39"
5285,"1115,34","1196,95"
5286,"15614,74","16757,28"
5287,"772,45","828,98"
5288,"4439,03","4813,65"
5289,"173,61","186,32"
5290,"5816,76","6242,38"
5291,"5237,74","5620,99"
5292,"210,97","226,4"
5293,"12657,83","13584,01"
5294,"12,88","13,82"
5295,"772,68","829,22"
5296,"97,11","104,22"
5297,"171,85","184,43"
5298,"5763,29","6184,99"
5299,"184,17","197,65"
5300,"920,84","988,22"
5301,"95,01","101,96"
5302,"99,13","106,38"
5303,"83,76","89,89"
5304,"146,08","156,77"
5305,"150,08","161,06"
5306,"133,68","143,46"
5307,"149,89","160,85"
5308,"84,83","91,04"
5309,"44,42","47,67"
5310,"367,25","394,12"
5311,"115,99","124,48"
5312,196,"212,54"
5313,"165,34","177,44"
5314,"156,95","168,44"
5315,"156,05","167,46"
5316,"369,34","396,37"
5317,"709,31","761,21"
5318,"102,89","110,41"
5319,"135,9","145,84"
5320,"27,03","29,01"
5321,"54,07","58,02"
5322,"135,17","145,06"
5323,"270,35","290,13"
5324,"540,7","580,27"
5325,"83,18","89,27"
5326,"207,95","223,17"
5327,"415,91","446,34"
5328,"831,85","892,72"
5329,"388,82","417,27"
5330,"4,06","4,35"
5331,"5,82","6,24"
5332,"7,36","7,9"
5333,"324,27",348
5334,"405,35","435,01"
5335,"232,78","249,82"
5336,"290,98","312,27"
5337,"147,45","158,24"
5338,"221,17","237,35"
5339,"100,57","107,93"
5340,"150,86","161,9"
5341,"6,57","7,05"
5342,"9,39","10,07"
5343,"13,3","14,27"
5344,"262,55","281,76"
5345,"295,36","316,98"
5346,"187,76","201,5"
5347,"132,95","142,68"
5348,"199,44","214,04"
5349,"26,2","28,41"
5350,"13,09","14,2"
5351,"61,65","66,16"
5352,"123,35","132,38"
5353,"308,25","330,8"
5354,"616,51","661,62"
5355,"1233,03","1323,26"
5356,"78,97","84,74"
5357,"157,94","169,5"
5358,"236,91","254,24"
5359,"16,43","17,63"
5360,"164,35","176,38"
5361,"328,73","352,78"
5362,"240,19","260,46"
5363,"375,09","402,54"
5364,"155,26","166,62"
5365,"73,52","79,72"
5366,"25,87","28,06"
5367,"133,49","144,76"
5368,"291,94","313,3"
5369,"170,32","182,78"
5370,"134,57","144,41"
5371,"341,39","366,37"
5372,"682,78","732,74"
5373,"614,69","659,67"
5374,"302,09","324,2"
5375,"184,9","198,43"
5376,"147,11","157,88"
5377,"332,75","357,1"
5378,"231,13","248,04"
5379,"191,24","205,23"
5380,"235,6","252,84"
5381,"738,01","792,01"
5382,"392,52","421,24"
5383,"209,35","224,67"
5384,"170,99","183,5"
5385,656,704
5386,"769,65","825,96"
5387,"275,85","296,04"
5388,"192,22","206,28"
5389,"170,66","183,15"
5390,"192,27","206,34"
5391,"218,2","234,17"
5392,"2182,03","2341,69"
5393,"14,61","15,68"
5394,"146,57","157,29"
5395,"366,45","393,27"
5396,"732,92","786,55"
5397,"5323,89","5713,44"
5398,"18,86","20,24"
5399,"25,3","27,15"
5400,"6,26","6,72"
5401,"20,92","22,45"
5402,"14,39","15,44"
5403,"6,36","6,83"
5404,"7,94","8,52"
5405,"47,48","50,95"
5406,"36,98","39,68"
5407,"48,1","51,62"
5408,"41,35","44,38"
5409,"94,39","101,29"
5410,"284,41","305,22"
5411,"213,31","228,91"
5412,"426,61","457,83"
5413,"49,31","52,91"
5414,"140,74","151,04"
5415,"157,05","168,54"
5416,"69,28","74,35"
5417,"79,82","85,66"
5418,"151,33","162,4"
5419,"135,55","145,46"
5420,"308,61","331,2"
5421,"124,58","133,7"
5422,"27,55","29,87"
5423,"82,68","89,66"
5424,"35,3","38,28"
5425,"105,9","114,84"
5426,"199,14","215,95"
5427,"66,83","72,47"
5428,"200,44","217,35"
5429,"9385,6","10177,68"
5430,"18771,23","20355,38"
5431,"3977,53","4313,21"
5432,"5303,39","5750,95"
5433,"11661,26","12611,22"
5434,"312,26","338,62"
5435,"247,57","268,47"
5436,"90,83","98,49"
5437,"211,32","229,16"
5438,"212,97","230,95"
5439,"36,72","39,82"
5440,"122,75","131,73"
5441,"363,99","394,7"
5442,"13,47","14,45"
5443,"14,2","15,24"
5444,"763,78","819,67"
5445,"10,94","11,87"
5446,"11,3","12,26"
5447,"12,31","13,35"
5448,"59,1","64,08"
5449,"12,67","13,73"
5450,"23,52","25,24"
5451,"25,16","27,28"
5452,"12,28","13,32"
5453,"7,64","8,28"
5454,"12,83","13,77"
5455,"98,22","105,4"
5456,"24,96","27,07"
5457,"75,69","81,23"
5458,"13,66","14,81"
5459,"5,1","5,53"
5460,"5,89","6,39"
5461,"76,84","83,32"
5462,"31,94","34,28"
5463,"535,13","574,28"
5464,"4,93","5,29"
5465,"7,4","7,94"
5466,"8,59","9,22"
5467,"26,75","28,71"
5468,"17,56","18,84"
5469,"9,74","10,56"
5470,"20,07","21,77"
5471,"47,9","51,4"
5472,"30,76","33,01"
5473,"8,39","9,1"
5474,"12,98","14,07"
5475,"10,49","11,38"
5476,"10,95","11,88"
5477,"9,37","10,16"
5478,"10,43","11,32"
5479,"90,84","97,49"
5480,"28,5","30,59"
5481,"7,92","8,58"
5482,"9,85","10,68"
5483,"34,11","36,99"
5484,"53,23","57,12"
5485,"88,66","95,15"
5486,"20,28","21,99"
5487,"1423,56","1543,69"
5488,"34,17","37,05"
5489,"33,99","36,85"
5490,"30,81","33,41"
5491,"28,58","30,99"
5492,"42,75","45,88"
5493,"64,2","69,62"
5494,"128,41","139,25"
5495,"123,2","133,59"
5496,"246,41","267,2"
5497,"28,06","30,43"
5498,"195,75","210,07"
5499,"4,56","4,95"
5500,"127,8","137,15"
5501,"9,95","10,68"
5502,"1000,44","1073,65"
5503,"7,57","8,21"
5504,"4638,66","4978,07"
5505,"8613,57","9243,83"
5506,"20,26","21,97"
5507,"48,11","51,63"
5508,"443,28","475,72"
5509,"166,82","179,02"
5510,"604,56","648,79"
5511,"671,41","720,54"
5512,"165,51","177,62"
5513,"9,48","10,28"
5514,"10,09","10,94"
5515,"5,47","5,93"
5516,"550,6","597,07"
5517,"12,17","13,2"
5518,"10,57","11,47"
5519,"5,56","5,96"
5520,"651,48","699,15"
5521,"192,43","206,51"
5522,"11,67","12,52"
5523,"14,59","15,66"
5524,"7,81","8,47"
5525,"14,14","15,34"
5526,"11,78","12,77"
5527,"6,77","7,34"
5528,"11,2","12,14"
5529,"11,27","12,1"
5530,"19,3","20,71"
5531,"29,41","31,56"
5532,"2081,75","2234,07"
5533,"12,27","13,17"
5534,"24,53","26,33"
5535,"30,52","32,76"
5536,"134,99","144,87"
5537,"217,86","233,8"
5538,"58,75","63,05"
5539,"6,01","6,45"
5540,"74,27","79,71"
5541,"978,7","1050,32"
5542,"19,11","20,51"
5543,"253,33","271,87"
5544,"8,82","9,46"
5545,"82,45","89,41"
5546,"34,97","37,52"
5547,"63,81","68,48"
5548,"35,76","38,38"
5549,"22,51","24,41"
5550,"23,72","25,73"
5551,"10,67","11,45"
5552,"29,18","31,32"
5553,"293,07","314,51"
5554,"11,48","12,32"
5555,"557,49","598,28"
5556,"3,93","4,22"
5557,"4,43","4,76"
5558,"14,63","15,7"
5559,"29,3","31,44"
5560,"809,48","868,71"
5561,"42,63","45,74"
5562,"14,25","15,29"
5563,"28,49","30,57"
5564,"19,45","21,09"
5565,"36,53","39,61"
5566,"13,44","14,57"
5567,"8,6","9,32"
5568,"6,35","6,82"
5569,"12,17","13,06"
5570,"28,1","30,16"
5571,"16,42","17,62"
5572,"1379,74","1480,69"
5573,"25,66","27,54"
5574,"203,86","218,78"
5575,"490,59","526,49"
5576,"23,78","25,79"
5577,"536,77","576,05"
5578,"10,14","10,88"
5579,"8,13","8,72"
5580,"1247,36","1338,63"
5581,"4,07","4,37"
5582,"11,53","12,51"
5583,"61,25","65,73"
5584,"1224,75","1314,37"
5585,"15,34","16,46"
5586,"30,77","33,02"
5587,"255,95","274,68"
5588,"7,49","8,04"
5589,"17,97","19,49"
