IdPMC,ValorGenericoPMC,ValorMGPMC
3841,"561,98","607,83"
3842,"49,42","53,04"
3843,"69,21","74,26"
3844,"98,84","106,07"
3845,"138,37","148,49"
3846,"148,25","159,11"
3847,"276,74","296,99"
3848,593,"636,39"
3849,"1186,02","1272,8"
3850,"97,32","104,44"
3851,"136,24","146,21"
3852,"194,65","208,89"
3853,"272,48","292,41"
3854,"291,96","313,33"
3855,"545,01","584,9"
3856,"1167,86","1253,32"
3857,"2335,72","2506,61"
3858,"129,95","140,55"
3859,"259,88","281,08"
3860,"389,82","421,62"
3861,"779,64","843,24"
3862,"139,23","150,59"
3863,"30,59","32,82"
3864,"61,17","65,65"
3865,"91,77","98,47"
3866,"85,64","91,92"
3867,"122,35","131,3"
3868,"43,79","47,36"
3869,"62,86","67,99"
3870,"138,61","149,92"
3871,"207,51","224,44"
3872,"35,87","38,5"
3873,"1684,77","1808,05"
3874,"1010,87","1084,83"
3875,"64,74","69,48"
3876,"79,75","85,59"
3877,"31,92","34,26"
3878,"197,55","213,66"
3879,"164,61","178,04"
3880,"296,32","320,49"
3881,"179,98","194,66"
3882,"359,97","389,34"
3883,"539,95",584
3884,"192,85","208,57"
3885,"31,49","33,8"
3886,"15,25","16,37"
3887,"23,89","25,64"
3888,"38,75","41,9"
3889,"36,81","39,5"
3890,"55,21","59,27"
3891,"110,44","118,52"
3892,"165,67","177,8"
3893,"89,79","96,37"
3894,"134,69","144,55"
3895,"269,41","289,11"
3896,"404,1","433,67"
3897,"178,61","191,69"
3898,"267,93","287,53"
3899,"535,83","575,04"
3900,"803,77","862,57"
3901,"23,5","25,22"
3902,"35,25","37,84"
3903,"47,02","50,46"
3904,"141,04","151,36"
3905,"34,12","36,62"
3906,"51,19","54,94"
3907,"68,28","73,27"
3908,"204,81","219,79"
3909,"1636,12","1769,59"
3910,"5,09","5,52"
3911,"8,92","9,65"
3912,"17,82","19,27"
3913,"19,12","20,66"
3914,"38,2","41,31"
3915,"63,64","68,84"
3916,"4,57","4,94"
3917,8,"8,65"
3918,"11,42","12,35"
3919,"17,14","18,53"
3920,"22,84","24,71"
3921,"34,33","37,13"
3922,"57,12","61,78"
3923,"5,82","6,29"
3924,"10,19","11,02"
3925,"14,57","15,76"
3926,"20,4","22,05"
3927,"29,11","31,48"
3928,"43,73","47,3"
3929,"72,8","78,74"
3930,"4,58","4,96"
3931,"8,01","8,66"
3932,"16,04","17,35"
3933,"57,25","61,93"
3934,"23,94","25,7"
3935,"71,79","77,04"
3936,"107,68","115,56"
3937,"88,93","95,44"
3938,"266,8","286,32"
3939,"117,2","125,79"
3940,"175,81","188,68"
3941,"351,62","377,35"
3942,"527,43","566,03"
3943,"117,76","127,37"
3944,"124,05","134,18"
3945,"1063,48","1150,24"
3946,"65,8","70,63"
3947,"131,65","141,29"
3948,"18,65","20,02"
3949,"71,9","77,17"
3950,"107,86","115,75"
3951,"143,8","154,32"
3952,"10,56","11,34"
3953,"31,69","34,01"
3954,"52,8","56,67"
3955,"57,33","61,52"
3956,"104,58","112,23"
3957,"20,21","21,85"
3958,"34,34","37,14"
3959,"19,42","20,83"
3960,"45,32","48,63"
3961,"51,65","55,44"
3962,"154,96","166,29"
3963,"206,59","221,72"
3964,"114,66","123,05"
3965,"343,98","369,14"
3966,"28,33","30,4"
3967,"14,17","15,21"
3968,"11,34","12,17"
3969,"56,67","60,81"
3970,"84,99","91,21"
3971,"56,65","60,8"
3972,"81,77","87,76"
3973,"122,66","131,64"
3974,"28,34","30,41"
3975,"56,68","60,83"
3976,"85,01","91,23"
3977,"81,61","87,58"
3978,"244,83","262,75"
3979,"489,66","525,49"
3980,"734,5","788,24"
3981,"244,73","262,65"
3982,"489,47","525,27"
3983,"978,95","1050,57"
3984,"2146,71","2321,81"
3985,"3074,24",3325
3986,"2351,39","2543,19"
3987,"9405,6","10172,83"
3988,"2919,02","3157,13"
3989,"335,96","363,37"
3990,"1679,56","1816,56"
3991,"2970,24","3212,53"
3992,"4950,43","5354,23"
3993,"1542,55","1668,38"
3994,"3085,09","3336,74"
3995,"4627,62","5005,1"
3996,"1157,82","1242,54"
3997,"2315,69","2485,12"
3998,"1040,95","1117,11"
3999,"1878,67","2016,14"
4000,"3757,25","4032,18"
4001,"5113,94","5531,09"
4002,"2465,67","2666,79"
4003,"4621,01","4997,95"
4004,"4080,43","4378,99"
4005,"88558,72","95782,54"
4006,"33,19","35,89"
4007,"33,76","36,23"
4008,"83,6","89,71"
4009,"7,58","8,13"
4010,"11,49","12,32"
4011,"36,92","39,93"
4012,"64,46","69,72"
4013,"98,69","106,73"
4014,"64,92","70,23"
4015,"110,48","118,57"
4016,"23,58","25,3"
4017,"47,16","50,61"
4018,"17,04","18,43"
4019,"146,31","158,24"
4020,"101,6","109,89"
4021,"19,78","21,22"
4022,"147,45","158,23"
4023,"49,26","52,85"
4024,"32,42","34,8"
4025,196,"210,35"
4026,"279,56",300
4027,"348,4","373,9"
4028,"127,34","136,65"
4029,"228,53","245,25"
4030,"11,42","12,26"
4031,"44,28","47,53"
4032,"221,9","238,14"
4033,"71,69","76,95"
4034,"21,26","22,81"
4035,"73,17","78,52"
4036,"283,58","304,32"
4037,"416,89","447,39"
4038,"23,81","25,55"
4039,"92,93","99,72"
4040,"63,98","68,67"
4041,"20,47","21,97"
4042,"37,17","39,88"
4043,"133,21","142,96"
4044,"106,86","114,67"
4045,"69,32","74,38"
4046,"75,5","81,02"
4047,"140,01","150,27"
4048,"218,9","234,92"
4049,"310,44","333,15"
4050,"158,91","170,55"
4051,"67,68","73,21"
4052,"27,26","29,25"
4053,"253,36","271,9"
4054,"78,5","84,25"
4055,"784,92","842,36"
4056,"77,15","82,79"
4057,"882,03","946,57"
4058,"26,19","28,34"
4059,"30,34","32,57"
4060,"74,83","80,31"
4061,"80,08","85,95"
4062,"44,03","47,25"
4063,"563,93","605,19"
4064,"107,94","115,83"
4065,"13,48","14,46"
4066,"22,02","23,64"
4067,"41,47","44,51"
4068,"60,62","65,06"
4069,"56,2","60,3"
4070,"16,33","17,52"
4071,"30,3","32,52"
4072,"51,59","55,8"
4073,"132,58","142,27"
4074,"79,46","85,27"
4075,"48,15","51,68"
4076,"259,06","278,01"
4077,"31,15","33,43"
4078,"118,03","126,66"
4079,"21,57","23,14"
4080,"2206,29","2367,73"
4081,"1103,22","1183,94"
4082,"337,22","361,9"
4083,"56,83","60,99"
4084,"103,81","111,41"
4085,"18,13","19,6"
4086,"246,36","266,46"
4087,"61,78","66,3"
4088,"123,53","132,58"
4089,"115,48","123,94"
4090,"5,02","5,38"
4091,"52,48","56,77"
4092,"105,03","113,59"
4093,"367,58","397,56"
4094,"236,29","255,55"
4095,"708,89","766,72"
4096,"50,11","53,78"
4097,"201,64","216,41"
4098,"188,67","204,06"
4099,"339,48","367,16"
4100,"377,41","408,21"
4101,"38,5","41,63"
4102,"77,02","83,31"
4103,"266,3","288,03"
4104,"264,12","285,67"
4105,"479,19","518,27"
4106,"472,51","511,05"
4107,"82,48","89,22"
4108,"282,96","306,04"
4109,"506,24","547,53"
4110,"211,1","226,55"
4111,"324,25","347,97"
4112,"648,5","695,96"
4113,"452,38","485,47"
4114,"694,8","745,65"
4115,"1389,66","1491,34"
4116,"422,18","453,07"
4117,"154,6","165,91"
4118,"165,59","177,71"
4119,"76,63","82,24"
4120,"214,55","230,26"
4121,"229,87","246,7"
4122,"391,45","420,1"
4123,"1890,29","2028,61"
4124,"283,32","306,43"
4125,"83,31","89,4"
4126,"288,1","309,18"
4127,"981,64","1053,48"
4128,"1530,78","1642,78"
4129,"831,52","892,37"
4130,"4157,61","4461,83"
4131,"5820,63","6246,52"
4132,"12472,8","13385,43"
4133,"4532,18","4863,8"
4134,"5820,66","6246,56"
4135,"12472,23","13384,82"
4136,"171,49","184,03"
4137,"342,98","368,09"
4138,"514,49","552,13"
4139,"1028,96","1104,25"
4140,"176,79","189,71"
4141,"353,57","379,45"
4142,"530,3","569,11"
4143,"707,12","758,86"
4144,"883,92","948,59"
4145,"8839,32","9486,09"
4146,"61,59","66,62"
4147,"101,81","110,13"
4148,"231,3","248,22"
4149,"462,62","496,46"
4150,"693,9","744,68"
4151,"925,21","992,91"
4152,"1156,54","1241,16"
4153,"179,83","192,99"
4154,"1798,63","1930,22"
4155,"276,7","296,93"
4156,"44,82","48,1"
4157,"89,67","96,23"
4158,"181,13","194,39"
4159,"8,94","9,59"
4160,"38,39","41,2"
4161,"89,94","96,52"
4162,"127,5","136,83"
4163,"12,8","13,74"
4164,"29,97","32,17"
4165,"24,54","26,34"
4166,"73,62","79,01"
4167,"45,94","49,3"
4168,"137,83","147,92"
4169,"15,07","16,17"
4170,"369,19","396,21"
4171,"247,14","265,22"
4172,"84,34","90,52"
4173,"28,58","30,66"
4174,"61,2","65,68"
4175,"82,84","88,89"
4176,"165,62","177,73"
4177,"125,03","134,18"
4178,"143,19","153,67"
4179,"371,75","398,96"
4180,"3717,41","3989,42"
4181,"202,53","217,35"
4182,"227,04","243,64"
4183,"1085,48","1174,03"
4184,"36,65","39,33"
4185,"18,74","20,26"
4186,"45,72","49,46"
4187,"18,26","19,74"
4188,"38,03","41,14"
4189,"21,85","23,64"
4190,"39,37","42,25"
4191,"20,53","22,21"
4192,"60,23","65,15"
4193,"15,2","16,44"
4194,"27,48","29,49"
4195,"11,67","12,62"
4196,"36,04","38,68"
4197,"45,15","48,45"
4198,"42,69","45,8"
4199,"44,69","47,97"
4200,"191,59","205,61"
4201,"383,17","411,21"
4202,"433,2","464,9"
4203,"52,19","56,45"
4204,"29,97","32,43"
4205,"75,59","81,75"
4206,"32,02","34,63"
4207,"106,66","115,36"
4208,"138,16","148,28"
4209,"211,76","227,26"
4210,"282,11","302,75"
4211,"690,86","741,4"
4212,"1058,83","1136,3"
4213,"1410,53","1513,75"
4214,"71,13","76,34"
4215,"355,59","381,61"
4216,"421,96","452,83"
4217,"210,97","226,42"
4218,"713,34","765,54"
4219,"2140,03","2296,62"
4220,"2853,37","3062,16"
4221,"5350,1","5741,57"
4222,"67,75","73,28"
4223,"1466,17","1585,77"
4224,"73351,79","79335,16"
4225,"78,66","84,41"
4226,"118,01","126,65"
4227,"10,84","11,63"
4228,"73,75","79,16"
4229,"49,16","52,75"
4230,"147,51","158,3"
4231,"159,82","171,52"
4232,"89,54","96,09"
4233,"268,61","288,25"
4234,"7,87","8,45"
4235,"23,61","25,34"
4236,"15,7","16,87"
4237,"157,32","168,82"
4238,"62,93","67,53"
4239,"188,8","202,61"
4240,"44,31","47,91"
4241,"58,37","63,14"
4242,"47,25","51,11"
4243,"62,23","67,32"
4244,"82,39","88,42"
4245,"123,06","132,08"
4246,"56,25","60,37"
4247,"23,85","25,59"
4248,"18,54","19,89"
4249,"66,11","70,95"
4250,"36,94","39,63"
4251,"1107,1","1188,11"
4252,"1845,43","1980,47"
4253,"81,24","87,87"
4254,"159,51","172,51"
4255,"648,23","701,1"
4256,"58,36","63,12"
4257,"24,36","26,34"
4258,"457,39","493,68"
4259,"518,53","556,46"
4260,"348,83","374,35"
4261,"528,83","567,52"
4262,"337,68","362,38"
4263,"187,18","200,87"
4264,"98,37","105,58"
4265,"159,99","171,7"
4266,"263,01","282,25"
4267,"16,05","17,23"
4268,"249,49","267,74"
4269,"171,4","183,93"
4270,"766,45","822,54"
4271,"1095,43","1175,59"
4272,"320,84","347,01"
4273,"518,54","556,49"
4274,"214,64","230,34"
4275,"98,21","106,21"
4276,"34,56","37,38"
4277,"178,31","192,86"
4278,"26,07","27,98"
4279,"34,98","37,53"
4280,"8,65","9,29"
4281,"28,92","31,04"
4282,"19,89","21,34"
4283,"8,79","9,44"
4284,"10,98","11,78"
4285,"65,64","70,44"
4286,"51,12","54,86"
4287,"66,5","71,36"
4288,"57,16","61,35"
4289,"130,49","140,03"
4290,"393,18","421,95"
4291,"294,89","316,45"
4292,"589,76","632,92"
4293,"68,17","73,14"
4294,"194,56","208,8"
4295,"217,11",233
4296,"95,78","102,78"
4297,"110,35","118,42"
4298,"209,2","224,51"
4299,"187,39","201,09"
4300,"426,64","457,86"
4301,"172,22","184,83"
4302,"36,8","39,8"
4303,"110,44","119,45"
4304,"47,15",51
4305,"141,46",153
4306,"266,01","287,71"
4307,"89,27","96,55"
4308,"267,74","289,58"
4309,"12537,13","13559,81"
4310,"25074,31","27119,64"
4311,"5313,12","5746,53"
4312,"7084,18","7662,04"
4313,"417,11","451,15"
4314,"330,7","357,68"
4315,"121,33","131,22"
4316,"282,28","305,31"
4317,"284,48","307,7"
4318,"49,05","53,05"
4319,"169,69","182,11"
4320,"17,65","18,95"
4321,"18,62","19,98"
4322,"19,63","21,07"
4323,"14,61","15,81"
4324,"15,09","16,33"
4325,"16,44","17,79"
4326,"78,94","85,37"
4327,"16,92","18,29"
4328,"32,52","34,89"
4329,"33,61","36,35"
4330,"16,4","17,75"
4331,"10,21","11,03"
4332,"17,74","19,04"
4333,"135,78","145,71"
4334,"33,34","36,07"
4335,"104,64","112,3"
4336,"18,25","19,73"
4337,"6,81","7,37"
4338,"7,87","8,51"
4339,"102,64","111,01"
4340,"44,16","47,39"
4341,"6,82","7,31"
4342,"10,23","10,98"
4343,"11,88","12,75"
4344,"36,98","39,69"
4345,"24,28","26,05"
4346,"13,01","14,07"
4347,"26,81",29
4348,"66,22","71,06"
4349,"42,52","45,63"
4350,"11,21","12,12"
4351,"17,34","18,75"
4352,"14,01","15,16"
4353,"14,63","15,83"
4354,"12,52","13,54"
4355,"13,93","15,08"
4356,"39,4","42,29"
4357,"10,58","11,43"
4358,"13,16","14,23"
4359,"45,56","49,28"
4360,"73,59","78,97"
4361,"27,09","29,3"
4362,"45,64","49,36"
4363,"45,4","49,1"
4364,"48,92","52,51"
4365,"41,16","44,51"
4366,"38,18","41,29"
4367,"59,1","63,43"
4368,"85,76","92,76"
4369,"171,53","185,52"
4370,"164,57","177,98"
4371,"329,15","355,99"
4372,"37,48","40,54"
4373,"6,09","6,59"
4374,"13,76","14,76"
4375,"10,11","10,94"
4376,"27,06","29,27"
4377,"12,66","13,7"
4378,"13,48","14,58"
4379,"7,31","7,9"
4380,"16,26","17,59"
4381,"14,12","15,28"
4382,"7,69","8,24"
4383,"16,13","17,31"
4384,"20,17","21,65"
4385,"10,43","11,28"
4386,"18,89","20,44"
4387,"15,74","17,01"
4388,"9,04","9,78"
4389,"14,96","16,17"
4390,"15,58","16,73"
4391,"26,68","28,63"
4392,"40,66","43,63"
4393,"16,96","18,21"
4394,"33,91","36,4"
4395,"42,19","45,29"
4396,"186,62","200,27"
4397,"301,18","323,21"
4398,"81,22","87,16"
4399,"8,31","8,92"
4400,"102,67","110,19"
4401,"26,42","28,35"
4402,"12,19","13,08"
4403,"110,14","119,12"
4404,"48,34","51,87"
4405,"88,21","94,67"
4406,"49,44","53,06"
4407,"30,07","32,52"
4408,"31,68","34,28"
4409,"14,75","15,83"
4410,"40,34","43,3"
4411,"15,87","17,03"
4412,"5,43","5,83"
4413,"6,12","6,58"
4414,"20,23","21,7"
4415,"40,51","43,46"
4416,"58,93","63,23"
4417,"19,7","21,14"
4418,"39,39","42,26"
4419,"25,98","28,1"
4420,"48,8","52,77"
4421,"17,95","19,41"
4422,"11,49","12,42"
4423,"8,78","9,43"
4424,"16,82","18,05"
4425,"22,7","24,36"
4426,"35,47","38,07"
4427,"31,76","34,36"
4428,"14,02","15,04"
4429,"11,24","12,05"
4430,"5,63","6,04"
4431,"15,4","16,67"
4432,"84,67","90,87"
4433,"21,21","22,75"
4434,"42,54","45,65"
4435,"10,35","11,11"
4436,24,"25,97"
4437,"28,12","30,18"
4438,"29,44","31,84"
4439,"56,51","60,65"
4440,"9,76","10,47"
4441,"12,77","13,7"
4442,"28,77","30,87"
4443,"23,65","25,4"
4444,"37,98","40,75"
4445,"26,56","28,71"
4446,"27,41","29,66"
4447,"32,7","35,36"
4448,"52,89","56,76"
4449,"36,21","38,86"
4450,"16,22","17,4"
4451,"24,32","26,1"
4452,"51,18","54,92"
4453,"33,97","36,45"
4454,"31,19","33,47"
4455,"46,35","49,75"
4456,"18,88","20,27"
4457,"18,75","20,11"
4458,"74,47","80,54"
4459,"39,33","42,54"
4460,"14,72","15,92"
4461,"31,39","33,96"
4462,"12,82","13,87"
4463,"14,76","15,96"
4464,"23,15","25,05"
4465,"101,54","108,98"
4466,"86,79","93,86"
4467,"89,73","96,3"
4468,"124,97","134,11"
4469,"109,71","117,74"
4470,"72,88","78,2"
4471,"16,2","17,53"
4472,"226,25","242,8"
4473,"241,46","259,12"
4474,"153,23","164,44"
4475,"13,21","14,3"
4476,"38,81","41,64"
4477,"165,87",178
4478,"21,17","22,71"
4479,"32,86","35,27"
4480,"19,95","21,41"
4481,"36,48","39,45"
4482,"19,19","20,58"
4483,"28,35","30,43"
4484,"51,58","55,35"
4485,"39,33","42,22"
4486,"68,67","73,68"
4487,"31,98","34,31"
4488,"30,28","32,76"
4489,"37,04","40,06"
4490,"48,44","52,39"
4491,"189,74","203,62"
4492,"79,05","85,49"
4493,"149,23","161,41"
4494,"89,13","95,64"
4495,"169,31","181,69"
4496,"121,54","131,46"
4497,"404,4","437,38"
4498,"119,44","128,18"
4499,"223,79","240,16"
4500,"425,35","456,48"
4501,"102,05","109,52"
4502,"12,68","13,6"
4503,"230,95","247,84"
4504,"26,94","29,14"
4505,"224,26","240,67"
4506,"30,94","33,19"
4507,"95,07","102,02"
4508,"49,56","53,2"
4509,"138,34","148,46"
4510,"243,81","261,65"
4511,"72,79","78,11"
4512,"132,02","141,69"
4513,"273,76","293,8"
4514,"407,56","437,38"
4515,"33,7","36,45"
4516,"66,7","71,58"
4517,"39,84","42,76"
4518,"9,16","9,91"
4519,"16,48","17,83"
4520,"13,66","14,65"
4521,"100,68","108,05"
4522,"21,43","22,99"
4523,"7,06","7,59"
4524,"10,62","11,39"
4525,"34,17","36,96"
4526,"73,23","78,58"
4527,"151,97","163,1"
4528,"75,86","82,04"
4529,"26,38","28,31"
4530,"158,52","170,12"
4531,"224,2","240,61"
4532,"22,92","24,79"
4533,"28,39","30,7"
4534,"46,39","50,17"
4535,"16,2","17,38"
4536,"10,34","11,09"
4537,"33,18","35,61"
4538,"55,3","59,35"
4539,"53,94","57,9"
4540,"22,91","24,58"
4541,"36,5","39,16"
4542,"176,62","191,03"
4543,"81,64","88,31"
4544,"10,54","11,4"
4545,"15,28","16,53"
4546,"93,74","100,6"
4547,"262,25","281,45"
4548,"75,46","81,6"
4549,"135,13","145,02"
4550,"15,08","16,19"
4551,"20,71","22,22"
4552,"108,18","116,1"
4553,"84,65","90,84"
4554,"245,23","263,18"
4555,"82,37","88,39"
4556,"72,8","78,12"
4557,"29,96","32,4"
4558,"7,96","8,62"
4559,"11,74","12,71"
4560,"97,45","104,58"
4561,"65,86","70,67"
4562,"150,64","161,66"
4563,"263,88","283,18"
4564,"40,56","43,53"
4565,"25,44","27,29"
4566,"14,09","15,24"
4567,"23,54","25,27"
4568,"251,18","269,56"
4569,"356,26","382,33"
4570,"136,36","146,33"
4571,"136,61","147,75"
4572,"261,92","283,29"
4573,"99,11","106,37"
4574,"42,43","45,54"
4575,"373,52","400,85"
4576,"106,7","114,51"
4577,"321,55","347,79"
4578,"226,36","244,82"
4579,"325,16","351,69"
4580,"65,91","71,29"
4581,"122,65","132,66"
4582,"455,2","492,33"
4583,"696,76","753,59"
4584,"84,14","91,01"
4585,"252,53","273,14"
4586,"49,12","52,71"
4587,"147,44","158,22"
4588,"98,28","105,47"
4589,"62,83","67,44"
4590,"21,8","23,4"
4591,"47,18","50,63"
4592,"43,56","46,75"
4593,"11,79","12,66"
4594,"163,06",175
4595,"45,37","48,69"
4596,"111,29","119,43"
4597,"344,56","369,78"
4598,"115,59","124,05"
4599,"402,82","432,29"
4600,"37,72","40,81"
4601,"99,33","106,6"
4602,"142,24","152,64"
4603,"144,13","154,68"
4604,"145,36","155,99"
4605,"16,7","18,07"
4606,"25,29","27,35"
4607,"35,3","38,18"
4608,"26,69","28,64"
4609,"121,38","130,25"
4610,"53,38","57,29"
4611,"242,8","260,56"
4612,"24,34","26,13"
4613,"125,54","134,72"
4614,"90,47","97,09"
4615,"150,49","161,51"
4616,"67,74","73,26"
4617,"80,64","87,21"
4618,"115,37","124,78"
4619,"176,91","189,85"
4620,"221,51","237,71"
4621,"85,89","92,17"
4622,"155,37","166,74"
4623,"352,15","377,92"
4624,"31,08","33,34"
4625,"70,42","75,58"
4626,"130,34","139,88"
4627,"246,7","264,75"
4628,"184,86","198,38"
4629,"282,13","302,77"
4630,"370,47","397,58"
4631,"56,64","60,77"
4632,"242,72","260,47"
4633,"485,44","520,96"
4634,"20,11","21,58"
4635,"50,25","53,93"
4636,"201,62","216,37"
4637,"164,97","177,04"
4638,"329,96","354,11"
4639,"659,96","708,25"
4640,"28,01","30,3"
4641,"52,68","56,98"
4642,"68,94","74,56"
4643,"21,41","22,98"
4644,"66,86","72,3"
4645,"62,47","67,56"
4646,"545,46","585,37"
4647,"140,82","152,31"
4648,"337,59","365,13"
4649,"71,35","76,57"
4650,"136,74","146,75"
4651,"202,06","216,84"
4652,"31,11","33,64"
4653,"40,46","43,75"
4654,"80,94","87,53"
4655,"105,48","113,19"
4656,"34,48","37,01"
4657,"147,78","158,59"
4658,"39,81","42,72"
4659,"170,62","183,1"
4660,"94,44","102,15"
4661,"141,66","153,22"
4662,"283,33","306,44"
4663,"21,44","23,02"
4664,"53,61","57,54"
4665,"201,99","216,77"
4666,"605,97","650,3"
4667,"309,2","331,81"
4668,"927,59","995,45"
4669,"21,39","22,95"
4670,"53,43","57,34"
4671,"160,29","172,03"
4672,128,"137,37"
4673,"255,99","274,72"
4674,"44,75","48,4"
4675,"58,99","63,79"
4676,"78,7","85,13"
4677,"118,04","127,68"
4678,"36,68","39,37"
4679,"220,08","236,19"
4680,"55,03","59,06"
4681,"330,14","354,29"
4682,"56,79","60,95"
4683,"10,55","11,42"
4684,"15,86","17,15"
4685,32,"34,34"
4686,"23,71","25,44"
4687,"17,99","19,3"
4688,"39,87","43,13"
4689,"11,51","12,46"
4690,"12,1","13,08"
4691,"59,14","63,96"
4692,"11,1","11,92"
4693,"20,91","22,61"
4694,"18,45","19,94"
4695,"60,04","64,44"
4696,"50,36","54,46"
4697,"26,18","28,31"
4698,"27,3","29,54"
4699,"36,4","39,37"
4700,"34,93","37,49"
4701,"24,74","26,77"
4702,"36,35","39,32"
4703,"18,59","19,96"
4704,"25,3","27,14"
4705,"30,37","32,58"
4706,"36,63","39,32"
4707,"64,44","69,15"
4708,"49,34","53,37"
4709,"90,17","97,51"
4710,"113,26","121,56"
4711,"161,79","173,63"
4712,"166,54","178,72"
4713,"87,44","94,58"
4714,"166,68","178,87"
4715,"249,61","267,88"
4716,"107,12","115,84"
4717,"35,68","38,58"
4718,"66,68","71,56"
4719,"119,89","128,65"
4720,"167,81","180,09"
4721,"304,4","326,67"
4722,"50,5","54,21"
4723,"126,81","136,09"
4724,"94,9","101,84"
4725,"44,59","48,23"
4726,"45,05","48,36"
4727,"39,27","42,47"
4728,"86,12","93,14"
4729,"51,67","55,88"
4730,"71,66","77,51"
4731,"43,01","46,16"
4732,"34,82","37,66"
4733,"9,61","10,31"
4734,29,"31,12"
4735,"43,45","46,63"
4736,"144,95","155,55"
4737,"3,41","3,66"
4738,"14,99","16,08"
4739,"13,46","14,56"
4740,"12,98","14,04"
4741,"14,56","15,75"
4742,"30,99","33,26"
4743,"101,56","109,84"
4744,"112,69","121,88"
4745,"73,51","79,5"
4746,"114,72","124,08"
4747,"41,12","44,47"
4748,"62,18","67,25"
4749,"93,46","101,1"
4750,"39,09","42,27"
4751,"45,91","49,66"
4752,"57,39","62,07"
4753,"22,94","24,81"
4754,"180,33","193,53"
4755,"154,64","165,96"
4756,"290,7","311,98"
4757,"126,91","137,27"
4758,"20,63","22,13"
4759,"70,08","75,8"
4760,"134,34","145,3"
4761,"7,74","8,31"
4762,"167,68","181,37"
4763,"38,88","42,06"
4764,"10,38","11,22"
4765,"14,11","15,25"
4766,"27,2","29,42"
4767,"15,54","16,8"
4768,"31,54","34,11"
4769,"14,17","15,32"
4770,"28,35","30,66"
4771,"15,25","16,49"
4772,"30,48","32,97"
4773,"53,92","57,86"
4774,"39,54","42,44"
4775,"84,77","90,96"
4776,"169,47","181,87"
4777,"338,96","363,76"
4778,"81,2","87,15"
4779,"173,91","186,63"
4780,"347,82","373,27"
4781,"695,71","746,62"
4782,"82,02","88,02"
4783,"351,44","377,16"
4784,"702,89","754,33"
4785,"241,15","258,81"
4786,"482,28","517,57"
4787,"964,58","1035,16"
4788,"230,05","246,89"
4789,"492,96","529,03"
4790,"985,89","1058,02"
4791,"1971,8","2116,08"
4792,"32,53","35,17"
4793,"69,73","75,41"
4794,"139,43","150,8"
4795,"278,8","301,55"
4796,"105,5","114,11"
4797,"226,09","244,53"
4798,"452,18","489,05"
4799,"904,3","978,06"
4800,"210,35","227,5"
4801,"450,64","487,4"
4802,"901,35","974,88"
4803,"1802,69","1949,74"
4804,"104,47","112,12"
4805,"156,76","168,22"
4806,"254,52","273,16"
4807,"121,92","130,85"
4808,"243,89","261,74"
4809,"110,4","118,49"
4810,"118,32","126,98"
4811,"220,85","237,01"
4812,"236,62","253,93"
4813,"473,24","507,87"
4814,"251,49","269,89"
4815,"503,06","539,86"
4816,"95,93","102,94"
4817,"191,81","205,85"
4818,"205,53","220,57"
4819,"274,06","294,1"
4820,"383,66","411,73"
4821,"411,08","441,16"
4822,"822,18","882,33"
4823,"162,46","174,35"
4824,"232,04","249,02"
4825,"324,87","348,65"
4826,"348,07","373,55"
4827,"696,16","747,09"
4828,"1952,05","2094,88"
4829,"45,47","48,79"
4830,"42,5","45,61"
4831,"127,46","136,79"
4832,"70,09","75,22"
4833,"65,47","70,27"
4834,"196,44","210,82"
4835,"78,09","84,46"
4836,"124,2","133,28"
4837,"31,55","33,86"
4838,"30,97","33,23"
4839,"15,5","16,76"
4840,"46,46","50,25"
4841,"21,69","23,46"
4842,"43,36","46,9"
4843,"86,72","93,79"
4844,"154,87","167,5"
4845,"309,74","335,01"
4846,"142,14","152,54"
4847,"91,79","98,51"
4848,"275,35","295,51"
4849,"117,44","126,04"
4850,"37,1","39,81"
4851,"231,19","248,09"
4852,"40,59","43,91"
4853,"31,18","33,72"
4854,"44,24","47,84"
4855,"45,86","49,6"
4856,"68,26","73,82"
4857,"28,49","30,82"
4858,"38,83","42,01"
4859,"48,94","52,52"
4860,"108,71","117,56"
4861,"211,84","229,13"
4862,"270,16","289,93"
4863,"135,09","144,98"
4864,"185,83","199,43"
4865,"780,5","837,61"
4866,"13,79","14,91"
4867,"126,59","135,85"
4868,"19,96","21,43"
4869,"21,23","22,8"
4870,"17,28","18,54"
4871,"13,85","14,88"
4872,"70,17","75,9"
4873,"58,42","62,69"
4874,"20,04","21,68"
4875,"18,55","20,06"
4876,"23,24","25,14"
4877,"12,08","12,97"
4878,"21,64","23,21"
4879,"12,75","13,67"
4880,"24,44","26,24"
4881,"12,5","13,52"
4882,"7,91","8,47"
4883,"41,88","45,3"
4884,"22,69","24,54"
4885,"42,21","45,3"
4886,"28,7","30,8"
4887,"150,13","162,38"
4888,"27,86","30,14"
4889,"56,93","61,1"
4890,"28,57","30,91"
4891,53,"57,33"
4892,"29,31","31,71"
4893,"7,24","7,77"
4894,"7,62","8,17"
4895,"67,86","73,4"
4896,"66,27","71,13"
4897,"23,64","25,58"
4898,"21,18","22,73"
4899,"20,65","22,34"
4900,"792,8","857,47"
4901,"11,09","11,9"
4902,"6,9","7,4"
4903,"29,02","31,13"
4904,"24,5","26,28"
4905,"12,91","13,85"
4906,"11,72","12,58"
4907,"16,59","17,81"
4908,"18,39","19,9"
